;DMP_0.5;DMP_0.51;DMP_0.52;DMP_0.53;DMP_0.54;DMP_0.55;DMP_0.56;DMP_0.57;DMP_0.58;DMP_0.59;DMP_0.6;DMP_0.61;DMP_0.62;DMP_0.63;DMP_0.64;DMP_0.65;DMP_0.66;DMP_0.67;DMP_0.68;DMP_0.69;DMP_0.7;DMP_0.71;DMP_0.72;DMP_0.73;DMP_0.74;DMP_0.75;DMP_0.76;DMP_0.77;DMP_0.78;DMP_0.79;DMP_0.8;DMP_0.81;DMP_0.82;DMP_0.83;DMP_0.84;DMP_0.85;DMP_0.86;DMP_0.87;DMP_0.88;DMP_0.89;DMP_0.9;DMP_0.91;DMP_0.92;DMP_0.93;DMP_0.94;DMP_0.95;DMP_0.96;DMP_0.97;DMP_0.98
275;0,014085;0,016260;0,015152;0,014085;0,016260;0,012821;0,012821;0,015152;0,014085;0,012821;0,014085;0,014085;0,014085;0,012821;0,014085;0,011494;0,012821;0,012821;0,014085;0,014085;0,014085;0,012821;0,016260;0,014085;0,011494;0,012821;0,016260;0,014085;0,012821;0,012821;0,015152;0,014085;0,015152;0,017241;0,012821;0,012821;0,015152;0,014085;0,012821;0,015152;0,014085;0,015152;0,011494;0,011494;0,015152;0,015152;0,017241;0,014085;0,015152
280;0,012821;0,014085;0,011494;0,014085;0,014085;0,014085;0,012821;0,014085;0,014085;0,014085;0,012821;0,011494;0,015152;0,014085;0,016260;0,015152;0,012821;0,011494;0,011494;0,012821;0,014085;0,011494;0,014085;0,014085;0,016260;0,017241;0,012821;0,012821;0,012821;0,014085;0,014085;0,011494;0,014085;0,012821;0,012821;0,015152;0,012821;0,012821;0,014085;0,012821;0,014085;0,014085;0,014085;0,015152;0,012821;0,016260;0,012821;0,011494;0,011494
285;0,014085;0,019097;0,015152;0,014085;0,012821;0,014085;0,011494;0,012821;0,012821;0,011494;0,012821;0,012821;0,011494;0,014085;0,015152;0,015152;0,014085;0,014085;0,015152;0,015152;0,014085;0,015152;0,014085;0,014085;0,012821;0,014085;0,014085;0,015152;0,014085;0,014085;0,015152;0,012821;0,012821;0,014085;0,014085;0,014085;0,014085;0,014085;0,014085;0,014085;0,012821;0,012821;0,015152;0,014085;0,014085;0,014085;0,012821;0,015152;0,012821
290;0,012821;0,014085;0,012821;0,014085;0,011494;0,015152;0,012821;0,014085;0,012821;0,012821;0,014085;0,012821;0,014085;0,012821;0,015152;0,012821;0,014085;0,012821;0,015152;0,012821;0,014085;0,012821;0,012821;0,011494;0,012821;0,014085;0,012821;0,015152;0,014085;0,012821;0,014085;0,012821;0,015152;0,018116;0,012821;0,014085;0,014085;0,015152;0,012821;0,014085;0,012821;0,012821;0,012821;0,014085;0,015152;0,015152;0,012821;0,012821;0,014085
295;0,012821;0,012821;0,014085;0,011494;0,014085;0,014085;0,014085;0,014085;0,014085;0,014085;0,012821;0,012821;0,012821;0,012821;0,012821;0,012821;0,015152;0,014085;0,016260;0,012821;0,014085;0,012821;0,012821;0,014085;0,015152;0,015152;0,016260;0,014085;0,012821;0,016260;0,014085;0,012821;0,012821;0,014085;0,011494;0,014085;0,015152;0,012821;0,016260;0,012821;0,012821;0,014085;0,011494;0,012821;0,014085;0,012821;0,014085;0,014085;0,014085
300;0,012821;0,012821;0,012821;0,014085;0,012821;0,015152;0,011494;0,014085;0,014085;0,012821;0,014085;0,014085;0,014085;0,014085;0,012821;0,014085;0,011494;0,012821;0,015152;0,012821;0,012821;0,012821;0,012821;0,012821;0,012821;0,014085;0,014085;0,012821;0,014085;0,012821;0,012821;0,012821;0,012821;0,014085;0,014085;0,012821;0,014085;0,015152;0,011494;0,012821;0,012821;0,014085;0,014085;0,014085;0,014085;0,012821;0,014085;0,011494;0,012821
305;0,011494;0,012821;0,014085;0,011494;0,011494;0,012821;0,012821;0,015152;0,012821;0,014085;0,012821;0,012821;0,011494;0,014085;0,016260;0,011494;0,012821;0,012821;0,012821;0,015152;0,012821;0,012821;0,011494;0,012821;0,014085;0,014085;0,014085;0,014085;0,011494;0,012821;0,012821;0,012821;0,014085;0,012821;0,014085;0,012821;0,011494;0,016260;0,014085;0,012821;0,014085;0,011494;0,012821;0,014085;0,015152;0,012821;0,011494;0,015152;0,014085
310;0,012821;0,014085;0,012821;0,011494;0,011494;0,012821;0,011494;0,011494;0,014085;0,014085;0,014085;0,012821;0,014085;0,014085;0,012821;0,014085;0,012821;0,012821;0,014085;0,012821;0,014085;0,012821;0,011494;0,012821;0,012821;0,012821;0,012821;0,014085;0,011494;0,015152;0,014085;0,012821;0,012821;0,012821;0,014085;0,014085;0,011494;0,012821;0,017241;0,014085;0,015152;0,012821;0,012821;0,011494;0,012821;0,015152;0,011494;0,012821;0,014085
315;0,011494;0,012821;0,015152;0,016260;0,012821;0,014085;0,012821;0,011494;0,014085;0,012821;0,012821;0,012821;0,012821;0,012821;0,014085;0,012821;0,012821;0,012821;0,012821;0,012821;0,014085;0,012821;0,014085;0,011494;0,012821;0,015152;0,014085;0,014085;0,012821;0,014085;0,015152;0,011494;0,012821;0,016260;0,014085;0,011494;0,011494;0,012821;0,015152;0,014085;0,015152;0,015152;0,012821;0,014085;0,011494;0,016260;0,014085;0,012821;0,016260
320;0,012821;0,012821;0,012821;0,014085;0,012821;0,012821;0,015152;0,012821;0,012821;0,011494;0,012821;0,011494;0,012821;0,014085;0,012821;0,014085;0,011494;0,015152;0,012821;0,015152;0,014085;0,011494;0,012821;0,011494;0,015152;0,012821;0,015152;0,012821;0,011494;0,015152;0,012821;0,011494;0,011494;0,014085;0,011494;0,012821;0,014085;0,012821;0,014085;0,012821;0,015152;0,011494;0,011494;0,014085;0,015152;0,011494;0,012821;0,012821;0,011494
325;0,014085;0,011494;0,014085;0,011494;0,012821;0,014085;0,012821;0,015152;0,014085;0,014085;0,014085;0,011494;0,012821;0,012821;0,015152;0,012821;0,014085;0,014085;0,014085;0,011494;0,014085;0,012821;0,015152;0,012821;0,012821;0,015152;0,011494;0,014085;0,014085;0,012821;0,014085;0,012821;0,012821;0,012821;0,014085;0,011494;0,012821;0,012821;0,012821;0,012821;0,015152;0,014085;0,014085;0,012821;0,015152;0,012821;0,014085;0,014085;0,015152
330;0,012821;0,012821;0,011494;0,014085;0,014085;0,012821;0,011494;0,015152;0,012821;0,015152;0,015152;0,011494;0,012821;0,012821;0,011494;0,012821;0,012821;0,012821;0,012821;0,014085;0,014085;0,014085;0,012821;0,015152;0,012821;0,012821;0,012821;0,012821;0,012821;0,014085;0,014085;0,015152;0,016260;0,011494;0,012821;0,012821;0,014085;0,012821;0,011494;0,011494;0,012821;0,012821;0,012821;0,015152;0,014085;0,012821;0,014085;0,012821;0,012821
335;0,011494;0,012821;0,014085;0,012821;0,011494;0,012821;0,011494;0,012821;0,012821;0,012821;0,014085;0,012821;0,011494;0,011494;0,009901;0,014085;0,011494;0,014085;0,014085;0,012821;0,014085;0,014085;0,011494;0,012821;0,012821;0,014085;0,014085;0,012821;0,012821;0,012821;0,011494;0,011494;0,012821;0,012821;0,011494;0,012821;0,015152;0,012821;0,011494;0,011494;0,012821;0,014085;0,011494;0,014085;0,015152;0,012821;0,015152;0,014085;0,012821
340;0,012821;0,012821;0,011494;0,015152;0,012821;0,012821;0,011494;0,015152;0,012821;0,011494;0,011494;0,016260;0,012821;0,012821;0,011494;0,011494;0,012821;0,014085;0,014085;0,011494;0,014085;0,015152;0,011494;0,014085;0,012821;0,016260;0,014085;0,012821;0,014085;0,011494;0,014085;0,014085;0,012821;0,014085;0,012821;0,015152;0,014085;0,014085;0,012821;0,011494;0,012821;0,012821;0,012821;0,014085;0,012821;0,012821;0,012821;0,014085;0,014085
345;0,011494;0,012821;0,012821;0,011494;0,011494;0,012821;0,012821;0,012821;0,011494;0,011494;0,011494;0,014085;0,011494;0,012821;0,014085;0,014085;0,012821;0,011494;0,014085;0,014085;0,014085;0,011494;0,012821;0,014085;0,011494;0,012821;0,014085;0,015152;0,011494;0,011494;0,012821;0,014085;0,014085;0,012821;0,012821;0,015152;0,011494;0,012821;0,014085;0,015152;0,011494;0,012821;0,015152;0,012821;0,012821;0,012821;0,012821;0,014085;0,012821
350;0,012821;0,012821;0,011494;0,011494;0,012821;0,015152;0,012821;0,012821;0,012821;0,014085;0,014085;0,012821;0,011494;0,012821;0,011494;0,014085;0,014085;0,012821;0,011494;0,012821;0,014085;0,011494;0,011494;0,012821;0,012821;0,011494;0,014085;0,015152;0,012821;0,015152;0,012821;0,014085;0,012821;0,011494;0,011494;0,012821;0,015152;0,014085;0,012821;0,014085;0,012821;0,014085;0,012821;0,011494;0,014085;0,015152;0,014085;0,014085;0,012821
355;0,012821;0,011494;0,012821;0,011494;0,012821;0,011494;0,014085;0,012821;0,012821;0,011494;0,012821;0,012821;0,012821;0,011494;0,014085;0,012821;0,012821;0,017241;0,011494;0,015152;0,014085;0,015152;0,014085;0,012821;0,014085;0,012821;0,012821;0,012821;0,011494;0,012821;0,014085;0,011494;0,012821;0,012821;0,011494;0,015152;0,011494;0,012821;0,012821;0,014085;0,012821;0,012821;0,012821;0,012821;0,011494;0,014085;0,012821;0,014085;0,011494
360;0,011494;0,014085;0,009901;0,014085;0,012821;0,012821;0,012821;0,014085;0,011494;0,011494;0,014085;0,011494;0,011494;0,011494;0,012821;0,012821;0,011494;0,012821;0,012821;0,014085;0,011494;0,011494;0,012821;0,014085;0,011494;0,014085;0,011494;0,011494;0,012821;0,011494;0,011494;0,014085;0,011494;0,011494;0,012821;0,015152;0,011494;0,012821;0,014085;0,011494;0,011494;0,012821;0,012821;0,011494;0,012821;0,012821;0,015152;0,012821;0,012821
365;0,012821;0,012821;0,012821;0,011494;0,014085;0,011494;0,014085;0,014085;0,012821;0,012821;0,012821;0,011494;0,009901;0,011494;0,012821;0,012821;0,014085;0,014085;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,012821;0,012821;0,012821;0,014085;0,011494;0,014085;0,011494;0,012821;0,014085;0,011494;0,011494;0,009901;0,012821;0,012821;0,012821;0,016260;0,015152;0,014085;0,012821;0,011494;0,011494;0,011494
370;0,012821;0,011494;0,011494;0,014085;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,012821;0,012821;0,015152;0,011494;0,011494;0,014085;0,012821;0,011494;0,012821;0,012821;0,011494;0,011494;0,011494;0,012821;0,009901;0,012821;0,011494;0,014085;0,011494;0,009901;0,011494;0,012821;0,011494;0,014085;0,012821;0,011494;0,011494;0,011494;0,012821;0,014085;0,012821;0,014085;0,011494;0,012821;0,011494;0,011494;0,011494;0,012821;0,012821
375;0,011494;0,012821;0,012821;0,011494;0,011494;0,011494;0,014085;0,014085;0,012821;0,012821;0,011494;0,011494;0,011494;0,012821;0,009901;0,012821;0,011494;0,015152;0,011494;0,011494;0,012821;0,012821;0,012821;0,014085;0,014085;0,014085;0,011494;0,014085;0,014085;0,011494;0,012821;0,011494;0,011494;0,012821;0,014085;0,012821;0,011494;0,011494;0,012821;0,009901;0,012821;0,012821;0,011494;0,011494;0,012821;0,014085;0,011494;0,012821;0,014085
380;0,014085;0,011494;0,012821;0,011494;0,011494;0,014085;0,012821;0,012821;0,012821;0,011494;0,016260;0,011494;0,012821;0,012821;0,011494;0,012821;0,012821;0,011494;0,011494;0,012821;0,012821;0,011494;0,014085;0,014085;0,017241;0,011494;0,011494;0,012821;0,014085;0,014085;0,012821;0,014085;0,012821;0,014085;0,012821;0,012821;0,014085;0,011494;0,011494;0,014085;0,012821;0,011494;0,012821;0,012821;0,014085;0,012821;0,014085;0,012821;0,012821
385;0,012821;0,012821;0,011494;0,011494;0,011494;0,012821;0,014085;0,014085;0,014085;0,012821;0,012821;0,011494;0,011494;0,014085;0,014085;0,012821;0,011494;0,012821;0,012821;0,012821;0,011494;0,011494;0,011494;0,012821;0,012821;0,012821;0,012821;0,014085;0,014085;0,011494;0,012821;0,009901;0,012821;0,011494;0,012821;0,014085;0,011494;0,011494;0,012821;0,014085;0,012821;0,014085;0,012821;0,015152;0,011494;0,012821;0,012821;0,014085;0,011494
390;0,012821;0,009901;0,012821;0,011494;0,012821;0,012821;0,012821;0,016260;0,009901;0,012821;0,012821;0,012821;0,011494;0,011494;0,011494;0,009901;0,012821;0,012821;0,014085;0,011494;0,014085;0,012821;0,011494;0,011494;0,011494;0,012821;0,015152;0,011494;0,011494;0,014085;0,011494;0,011494;0,012821;0,012821;0,012821;0,014085;0,011494;0,012821;0,011494;0,009901;0,014085;0,011494;0,012821;0,009901;0,011494;0,011494;0,011494;0,012821;0,014085
395;0,014085;0,012821;0,012821;0,012821;0,012821;0,012821;0,009901;0,011494;0,012821;0,011494;0,011494;0,012821;0,014085;0,016260;0,012821;0,012821;0,012821;0,012821;0,012821;0,012821;0,014085;0,012821;0,011494;0,011494;0,011494;0,012821;0,011494;0,009901;0,014085;0,011494;0,014085;0,011494;0,011494;0,012821;0,012821;0,011494;0,012821;0,012821;0,011494;0,012821;0,012821;0,012821;0,012821;0,012821;0,012821;0,012821;0,333333;0,012821;0,012821
400;0,011494;0,012821;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,009901;0,012821;0,011494;0,011494;0,011494;0,014085;0,012821;0,011494;0,011494;0,011494;0,011494;0,014085;0,014085;0,012821;0,011494;0,014085;0,011494;0,009901;0,016260;0,012821;0,012821;0,012821;0,015152;0,011494;0,011494;0,012821;0,012821;0,014085;0,011494
405;0,012821;0,011494;0,012821;0,012821;0,014085;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,012821;0,016260;0,011494;0,011494;0,014085;0,012821;0,012821;0,012821;0,011494;0,012821;0,009901;0,015152;0,011494;0,012821;0,012821;0,012821;0,012821;0,011494;0,012821;0,015152;0,011494;0,011494;0,014085;0,012821;0,012821;0,012821;0,012821;0,011494;0,011494;0,011494;0,015152;0,014085;0,011494;0,012821
410;0,014085;0,009901;0,012821;0,011494;0,014085;0,014085;0,011494;0,009901;0,012821;0,016260;0,012821;0,012821;0,011494;0,014085;0,014085;0,011494;0,011494;0,012821;0,011494;0,014085;0,012821;0,012821;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,009901;0,011494;0,012821;0,012821;0,011494;0,011494;0,014085;0,012821;0,014085;0,011494;0,012821;0,011494;0,009901;0,014085;0,014085;0,011494;0,012821;0,011494;0,011494;0,012821
415;0,009901;0,015152;0,015152;0,012821;0,009901;0,014085;0,011494;0,011494;0,011494;0,014085;0,009901;0,012821;0,011494;0,011494;0,014085;0,011494;0,011494;0,011494;0,012821;0,012821;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,016260;0,012821;0,011494;0,011494;0,012821;0,012821;0,012821;0,011494;0,011494;0,012821;0,011494;0,012821;0,012821;0,014085;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,011494
420;0,012821;0,009901;0,012821;0,011494;0,014085;0,012821;0,011494;0,011494;0,014085;0,014085;0,009901;0,012821;0,009901;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,014085;0,012821;0,011494;0,014085;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,012821;0,012821;0,011494;0,012821;0,011494;0,011494;0,012821;0,011494;0,011494;0,012821;0,011494;0,014085;0,012821;0,011494;0,012821;0,012821;0,011494;0,011494;0,012821
425;0,011494;0,012821;0,011494;0,014085;0,011494;0,014085;0,014085;0,011494;0,012821;0,011494;0,011494;0,012821;0,012821;0,012821;0,012821;0,011494;0,012821;0,011494;0,014085;0,012821;0,011494;0,011494;0,012821;0,011494;0,011494;0,012821;0,014085;0,014085;0,012821;0,012821;0,012821;0,011494;0,012821;0,011494;0,012821;0,012821;0,011494;0,011494;0,011494;0,014085;0,009901;0,014085;0,012821;0,012821;0,011494;0,011494;0,009901;0,014085;0,011494
430;0,009901;0,011494;0,014085;0,012821;0,009901;0,012821;0,015152;0,015152;0,012821;0,014085;0,012821;0,014085;0,012821;0,012821;0,009901;0,011494;0,014085;0,012821;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,015152;0,011494;0,009901;0,011494;0,011494;0,011494;0,012821;0,011494;0,014085;0,011494;0,012821;0,012821;0,011494;0,011494;0,012821;0,011494;0,014085;0,012821;0,009901
435;0,011494;0,009901;0,012821;0,012821;0,011494;0,011494;0,012821;0,011494;0,014085;0,011494;0,012821;0,011494;0,012821;0,011494;0,014085;0,012821;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,012821;0,009901;0,014085;0,011494;0,011494;0,011494;0,014085;0,014085;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,015152;0,012821;0,012821;0,011494;0,009901;0,011494;0,011494;0,014085;0,012821
440;0,014085;0,009901;0,012821;0,011494;0,011494;0,009901;0,011494;0,012821;0,012821;0,011494;0,011494;0,014085;0,009901;0,011494;0,012821;0,011494;0,014085;0,011494;0,011494;0,012821;0,012821;0,012821;0,011494;0,015152;0,011494;0,012821;0,012821;0,012821;0,012821;0,009901;0,012821;0,015152;0,014085;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,009901;0,014085;0,011494;0,011494;0,012821;0,011494;0,011494;0,009901;0,009901
445;0,011494;0,012821;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,012821;0,009901;0,011494;0,011494;0,011494;0,011494;0,012821;0,012821;0,011494;0,014085;0,012821;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,012821;0,014085;0,011494;0,011494;0,011494;0,014085;0,011494;0,011494;0,012821;0,012821;0,012821;0,011494;0,012821;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494
450;0,011494;0,012821;0,015152;0,011494;0,012821;0,012821;0,011494;0,009901;0,011494;0,012821;0,014085;0,012821;0,012821;0,011494;0,012821;0,012821;0,011494;0,011494;0,009901;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,012821;0,009901;0,012821;0,011494;0,012821;0,012821;0,011494;0,014085;0,011494;0,014085;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494
455;0,011494;0,011494;0,011494;0,014085;0,012821;0,011494;0,012821;0,012821;0,011494;0,011494;0,012821;0,012821;0,012821;0,011494;0,012821;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,011494;0,011494;0,009901;0,012821;0,012821;0,012821;0,011494;0,011494;0,012821;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,014085;0,011494;0,012821;0,009901;0,012821;0,011494;0,011494;0,012821;0,011494
460;0,011494;0,009901;0,011494;0,012821;0,011494;0,011494;0,011494;0,012821;0,009901;0,011494;0,012821;0,011494;0,011494;0,012821;0,011494;0,015152;0,009901;0,012821;0,011494;0,011494;0,011494;0,011494;0,014085;0,011494;0,012821;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,012821;0,014085;0,012821;0,011494;0,011494;0,012821;0,009901;0,012821;0,012821;0,011494;0,009901;0,012821;0,011494;0,012821;0,014085;0,011494;0,011494
465;0,012821;0,011494;0,011494;0,011494;0,009901;0,012821;0,009901;0,012821;0,012821;0,012821;0,011494;0,009901;0,012821;0,012821;0,014085;0,011494;0,009901;0,012821;0,012821;0,011494;0,012821;0,014085;0,012821;0,011494;0,009901;0,011494;0,012821;0,011494;0,012821;0,011494;0,011494;0,011494;0,012821;0,012821;0,011494;0,011494;0,011494;0,009901;0,011494;0,014085;0,011494;0,012821;0,011494;0,009901;0,011494;0,011494;0,015152;0,011494;0,012821
470;0,012821;0,011494;0,009901;0,009901;0,011494;0,014085;0,012821;0,012821;0,012821;0,012821;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,012821;0,009901;0,012821;0,011494;0,011494;0,012821;0,012821;0,014085;0,012821;0,009901;0,011494;0,011494;0,011494;0,012821;0,009901;0,012821;0,012821;0,011494;0,011494;0,011494;0,012821;0,012821;0,012821;0,012821;0,011494;0,012821;0,011494;0,014085;0,011494;0,011494;0,014085;0,011494
475;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,012821;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,012821;0,009901;0,011494;0,011494;0,011494;0,011494;0,012821;0,012821;0,012821;0,011494;0,011494;0,011494;0,011494;0,012821;0,009901;0,012821;0,012821;0,009901;0,011494;0,012821;0,012821;0,012821;0,011494;0,011494;0,014085;0,011494;0,009901
480;0,011494;0,012821;0,011494;0,012821;0,012821;0,011494;0,011494;0,015152;0,011494;0,009901;0,011494;0,012821;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,012821;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,012821;0,009901;0,012821;0,011494;0,011494;0,014085;0,012821;0,009901;0,012821;0,011494;0,011494;0,014085;0,012821;0,009901;0,012821;0,012821;0,012821;0,011494;0,011494;0,011494;0,011494;0,014085
485;0,009901;0,011494;0,012821;0,011494;0,012821;0,011494;0,011494;0,012821;0,012821;0,011494;0,012821;0,012821;0,012821;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,014085;0,012821;0,009901;0,011494;0,009901;0,012821;0,012821;0,011494;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,012821;0,012821;0,012821;0,012821;0,011494;0,009901;0,011494;0,011494;0,012821;0,012821;0,012821;0,012821;0,009901;0,011494
490;0,011494;0,011494;0,011494;0,012821;0,014085;0,012821;0,012821;0,011494;0,011494;0,011494;0,011494;0,014085;0,011494;0,011494;0,009901;0,012821;0,011494;0,012821;0,011494;0,011494;0,012821;0,011494;0,009901;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,012821;0,009901;0,012821;0,011494;0,011494;0,011494;0,009901;0,012821;0,009901
495;0,009901;0,011494;0,009901;0,012821;0,012821;0,011494;0,015152;0,011494;0,012821;0,009901;0,014085;0,011494;0,014085;0,011494;0,009901;0,009901;0,011494;0,012821;0,012821;0,009901;0,009901;0,012821;0,009901;0,011494;0,012821;0,009901;0,009901;0,012821;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,012821;0,012821;0,012821;0,011494;0,014085;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494
500;0,009901;0,014085;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,012821;0,011494;0,011494;0,012821;0,012821;0,011494;0,015152;0,012821;0,011494;0,014085;0,014085;0,009901;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,012821;0,009901;0,014085;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,012821
505;0,011494;0,011494;0,011494;0,012821;0,012821;0,011494;0,011494;0,012821;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,012821;0,012821;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,014085;0,012821;0,012821
510;0,014085;0,011494;0,011494;0,012821;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,012821;0,011494;0,009901;0,015152;0,012821;0,011494;0,011494;0,012821;0,012821;0,011494;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,012821;0,012821;0,011494;0,011494;0,011494;0,009901;0,012821;0,009901;0,009901;0,009901;0,011494;0,014085;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494
515;0,011494;0,011494;0,009901;0,009901;0,011494;0,009901;0,011494;0,012821;0,012821;0,011494;0,011494;0,012821;0,012821;0,011494;0,015152;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,014085;0,011494;0,014085;0,011494;0,011494;0,009901;0,012821;0,011494;0,012821;0,012821;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,012821;0,011494;0,014085;0,011494;0,011494;0,011494;0,009901
520;0,011494;0,016260;0,011494;0,009901;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,017241;0,012821;0,011494;0,012821;0,011494;0,009901;0,014085;0,012821;0,012821;0,009901;0,011494;0,012821;0,012821;0,009901;0,012821;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494
525;0,014085;0,009901;0,012821;0,011494;0,011494;0,011494;0,011494;0,012821;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,012821;0,012821;0,012821;0,009901;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,012821;0,011494;0,011494;0,011494;0,012821;0,009901;0,012821;0,012821;0,014085;0,012821;0,011494;0,012821;0,011494;0,012821;0,014085;0,011494;0,011494;0,014085;0,011494;0,012821;0,012821;0,009901;0,011494;0,009901
530;0,011494;0,011494;0,009901;0,011494;0,011494;0,012821;0,011494;0,011494;0,011494;0,014085;0,011494;0,011494;0,011494;0,014085;0,011494;0,009901;0,011494;0,011494;0,011494;0,014085;0,009901;0,015152;0,009901;0,009901;0,011494;0,011494;0,012821;0,009901;0,009901;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,011494;0,011494;0,009901;0,014085;0,009901;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494
535;0,009901;0,015152;0,014085;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,012821;0,014085;0,012821;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,012821;0,011494;0,012821;0,009901;0,009901;0,012821;0,012821;0,011494;0,009901;0,011494;0,011494;0,011494;0,012821;0,011494;0,014085;0,011494;0,012821;0,011494;0,011494;0,014085;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,014085;0,009901;0,009901;0,011494
540;0,011494;0,009901;0,012821;0,012821;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,012821;0,011494;0,012821;0,011494;0,012821;0,011494;0,011494;0,011494;0,011494;0,011494;0,012821;0,011494;0,011494;0,009901;0,012821;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,012821;0,012821;0,011494;0,011494;0,011494;0,011494;0,009901;0,012821;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494
545;0,012821;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,014085;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,012821;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,014085;0,009901;0,009901;0,011494;0,009901;0,014085;0,009901;0,009901;0,011494;0,012821;0,014085;0,011494;0,011494;0,011494;0,012821;0,009901;0,009901;0,009901;0,011494;0,012821;0,011494;0,011494;0,009901;0,011494
