;DMP_0.5;DMP_0.51;DMP_0.52;DMP_0.53;DMP_0.54;DMP_0.55;DMP_0.56;DMP_0.57;DMP_0.58;DMP_0.59;DMP_0.6;DMP_0.61;DMP_0.62;DMP_0.63;DMP_0.64;DMP_0.65;DMP_0.66;DMP_0.67;DMP_0.68;DMP_0.69;DMP_0.7;DMP_0.71;DMP_0.72;DMP_0.73;DMP_0.74;DMP_0.75;DMP_0.76;DMP_0.77;DMP_0.78;DMP_0.79;DMP_0.8;DMP_0.81;DMP_0.82;DMP_0.83;DMP_0.84;DMP_0.85;DMP_0.86;DMP_0.87;DMP_0.88;DMP_0.89;DMP_0.9;DMP_0.91;DMP_0.92;DMP_0.93;DMP_0.94;DMP_0.95;DMP_0.96;DMP_0.97;DMP_0.98
825;0,011494;0,008032;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,012821;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,008032;0,008032;0,011494;0,009901;0,009901;0,011494
830;0,011494;0,011494;0,009901;0,009901;0,008032;0,009901;0,009901;0,014085;0,011494;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,012821;0,009901;0,009901;0,009901;0,012821;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,008032;0,009901;0,011494;0,009901;0,012821;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,012821;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901
835;0,008032;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,012821;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901
840;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,008032;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,012821;0,012821;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,012821;0,009901;0,009901;0,011494;0,011494;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,012821;0,008032;0,009901;0,011494;0,011494;0,009901;0,008032
845;0,011494;0,009901;0,009901;0,009901;0,009901;0,008032;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,008032;0,009901;0,009901;0,011494;0,009901;0,009901;0,012821;0,008032;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,012821;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494
850;0,009901;0,011494;0,009901;0,011494;0,009901;0,008032;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,012821;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,008032;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,008032;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,012821;0,011494
855;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,008032;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,011494;0,011494;0,008032;0,009901;0,011494;0,009901;0,012821;0,011494;0,011494;0,009901;0,009901;0,012821;0,009901;0,009901;0,009901;0,009901
860;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,012821;0,011494;0,008032;0,009901;0,009901;0,008032;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494
865;0,009901;0,011494;0,011494;0,011494;0,012821;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,008032;0,009901;0,011494;0,009901;0,009901;0,011494;0,012821;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,012821;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494
870;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,012821;0,009901;0,009901;0,009901;0,009901;0,009901;0,008032;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901
875;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,012821;0,009901;0,008032;0,009901;0,009901;0,009901;0,012821;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,012821;0,011494;0,009901;0,011494;0,009901;0,009901;0,012821;0,009901
880;0,009901;0,009901;0,009901;0,011494;0,011494;0,012821;0,009901;0,009901;0,012821;0,008032;0,009901;0,012821;0,009901;0,011494;0,008032;0,011494;0,008032;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,012821;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,008032;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494
885;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,008032;0,009901;0,009901;0,009901;0,011494;0,014085;0,011494;0,009901;0,009901;0,009901;0,015152;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494
890;0,009901;0,008032;0,011494;0,008032;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,012821;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,008032;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,008032
895;0,009901;0,011494;0,009901;0,008032;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,008032;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,008032;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,008032;0,009901;0,012821;0,009901;0,009901;0,009901;0,009901
900;0,009901;0,011494;0,012821;0,008032;0,011494;0,011494;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,008032;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,008032;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901
905;0,009901;0,009901;0,011494;0,009901;0,008032;0,009901;0,012821;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,012821;0,009901;0,008032;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,008032;0,011494;0,009901;0,008032;0,008032;0,008032;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,012821;0,009901
910;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,008032;0,009901;0,009901;0,008032;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494
915;0,009901;0,011494;0,011494;0,008032;0,009901;0,009901;0,009901;0,011494;0,008032;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,008032;0,009901;0,009901;0,012821;0,009901;0,008032;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,008032;0,009901
920;0,009901;0,011494;0,011494;0,012821;0,011494;0,009901;0,008032;0,011494;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,008032;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,012821;0,009901;0,011494;0,009901;0,011494
925;0,009901;0,008032;0,008032;0,012821;0,009901;0,009901;0,011494;0,011494;0,008032;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,008032;0,009901;0,011494;0,008032;0,011494;0,012821;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,008032;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,012821;0,009901
930;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,008032;0,009901;0,008032;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,008032
935;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,008032;0,011494;0,012821;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,008032;0,009901;0,009901;0,012821;0,009901;0,009901;0,008032;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,012821;0,008032;0,014085;0,011494;0,009901;0,009901;0,008032;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901
940;0,008032;0,008032;0,008032;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,008032;0,008032;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,014085;0,011494;0,009901;0,009901;0,008032;0,009901;0,011494;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901
945;0,009901;0,009901;0,009901;0,009901;0,012821;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,008032;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,008032;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,008032
950;0,008032;0,008032;0,011494;0,008032;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,008032;0,009901;0,008032;0,009901;0,011494;0,009901;0,012821;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,008032;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901
955;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,014085;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,008032;0,009901;0,011494;0,011494;0,009901;0,009901
960;0,009901;0,012821;0,011494;0,011494;0,009901;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,012821;0,008032;0,009901;0,009901;0,011494;0,009901;0,008032;0,008032;0,012821;0,011494;0,012821;0,009901;0,008032;0,008032;0,011494;0,012821;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901
965;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,008032;0,009901;0,008032;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,012821;0,009901;0,009901;0,009901;0,009901;0,008032;0,009901;0,009901;0,011494;0,009901;0,009901;0,012821;0,009901;0,008032;0,009901;0,009901;0,011494;0,011494;0,011494;0,009901;0,009901;0,008032;0,011494;0,009901
970;0,009901;0,009901;0,009901;0,012821;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,012821;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,008032;0,009901;0,008032;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,011494;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,012821;0,008032;0,009901
975;0,011494;0,008032;0,009901;0,009901;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,008032;0,009901;0,011494;0,008032;0,008032;0,009901;0,009901;0,011494;0,011494;0,012821;0,009901;0,011494;0,009901;0,008032;0,011494;0,011494;0,009901;0,008032;0,011494;0,011494
980;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,008032;0,011494;0,009901;0,008032;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,008032;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,008032;0,009901;0,008032
985;0,009901;0,011494;0,008032;0,009901;0,009901;0,011494;0,009901;0,009901;0,011494;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,012821;0,008032;0,012821;0,009901;0,009901;0,009901;0,008032;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901
990;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,008032;0,009901;0,011494;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,011494;0,008032;0,009901;0,009901;0,009901;0,009901;0,008032;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,008032;0,009901;0,011494;0,009901;0,011494;0,009901
995;0,009901;0,009901;0,009901;0,009901;0,009901;0,008032;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,014085;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901
1000;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,008032;0,008032;0,009901;0,008032;0,008032;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,009901;0,011494;0,009901;0,009901;0,009901;0,008032;0,008032;0,009901;0,011494;0,009901;0,009901;0,009901;0,009901;0,009901;0,009901;0,011494;0,012821;0,009901;0,009901;0,009901;0,008032;0,009901;0,011494
